,Title,Studio,Domestic Gross,Foreign Gross,Year,Clean Title,Link
1102,Juan of the Dead,Outs,18000.0,,2012,juan of the dead,juan of the dead2012
1103,4:44: Last Day on Earth,IFC,17800.0,,2012,444 last day on earth,444 last day on earth2012
1104,Little Birds,MNE,17700.0,,2012,little birds,little birds2012
1105,Return,Da.,16100.0,,2012,return,return2012
1106,Alps,KL,16100.0,,2012,alps,alps2012
1107,Patience (After Sebald),CGld,15900.0,,2012,patience after sebald,patience after sebald2012
1108,Take Me Home,Mont.,15800.0,,2012,take me home,take me home2012
1109,Reuniting the Rubins,Mont.,13600.0,,2012,reuniting the rubins,reuniting the rubins2012
1110,Cirkus Columbia,Strand,3500.0,9500,2012,cirkus columbia,cirkus columbia2012
1111,Grassroots,Gold.,12400.0,,2012,grassroots,grassroots2012
1112,Husbands in Goa,UTV,10100.0,,2012,husbands in goa,husbands in goa2012
1113,Starry Starry Night,CL,10000.0,,2012,starry starry night,starry starry night2012
1114,Corpo Celeste,FM,8900.0,,2012,corpo celeste,corpo celeste2012
1115,Dreams of a Life,Strand,8400.0,,2012,dreams of a life,dreams of a life2012
1116,The Babymakers,MNE,7900.0,,2012,the babymakers,the babymakers2012
1117,Las Acacias,OutF,6000.0,,2012,las acacias,las acacias2012
1118,The Good Doctor,Magn.,5200.0,,2012,the good doctor,the good doctor2012
1119,Liar's Autobiography,BSM,5100.0,,2012,liars autobiography,liars autobiography2012
1120,Sleepless Night,Trib.,3400.0,,2012,sleepless night,sleepless night2012
1121,ATM,IFC,3000.0,,2012,atm,atm2012
1122,About Cherry,IFC,3000.0,,2012,about cherry,about cherry2012
1123,Perfect Sense,IFC,3000.0,,2012,perfect sense,perfect sense2012
1124,Cheerful Weather for the Wedding,IFC,2700.0,,2012,cheerful weather for the wedding,cheerful weather for the wedding2012
1125,The Decoy Bride,IFC,800.0,,2012,the decoy bride,the decoy bride2012
1126,Death of a Superhero,Trib.,600.0,,2012,death of a superhero,death of a superhero2012
1127,Frozen,BV,400700000.0,875700000,2013,frozen,frozen2013
1128,Iron Man 3,BV,409000000.0,805800000,2013,iron man 3,iron man 32013
1129,Despicable Me 2,Uni.,368100000.0,602700000,2013,despicable me 2,despicable me 22013
1130,The Hobbit: The Desolation of Smaug,WB (NL),258399999.0,700000000,2013,the hobbit the desolation of smaug,the hobbit the desolation of smaug2013
1131,The Hunger Games: Catching Fire,LGF,424700000.0,440300000,2013,the hunger games catching fire,the hunger games catching fire2013
1132,Fast & Furious 6,Uni.,238700000.0,550000000,2013,fast  furious 6,fast  furious 62013
1133,Monsters University,BV,268500000.0,475700000,2013,monsters university,monsters university2013
1134,Gravity,WB,274100000.0,449100000,2013,gravity,gravity2013
1135,Man of Steel,WB,291000000.0,377000000,2013,man of steel,man of steel2013
1136,Thor: The Dark World,BV,206400000.0,438200000,2013,thor the dark world,thor the dark world2013
1137,The Croods,Fox,187200000.0,400000000,2013,the croods,the croods2013
1138,World War Z,Par.,202400000.0,337600000,2013,world war z,world war z2013
1139,Oz The Great and Powerful,BV,234900000.0,258399999,2013,oz the great and powerful,oz the great and powerful2013
1140,Star Trek Into Darkness,Par.,228800000.0,238600000,2013,star trek into darkness,star trek into darkness2013
1141,The Wolverine,Fox,132600000.0,282300000,2013,the wolverine,the wolverine2013
1142,Pacific Rim,WB,101800000.0,309200000,2013,pacific rim,pacific rim2013
1143,The Wolf of Wall Street,Par.,116900000.0,275100000,2013,the wolf of wall street,the wolf of wall street2013
1144,G.I. Joe: Retaliation,Par.,122500000.0,253200000,2013,gi joe retaliation,gi joe retaliation2013
1145,The Hangover Part III,WB,112200000.0,249800000,2013,the hangover part iii,the hangover part iii2013
1146,The Great Gatsby,WB,144800000.0,208800000,2013,the great gatsby,the great gatsby2013
1147,Now You See Me,LG/S,117700000.0,234000000,2013,now you see me,now you see me2013
1148,The Smurfs 2,Sony,71000000.0,276500000,2013,the smurfs 2,the smurfs 22013
1149,The Conjuring,WB (NL),137400000.0,182100000,2013,the conjuring,the conjuring2013
1150,A Good Day to Die Hard,Fox,67300000.0,237300000,2013,a good day to die hard,a good day to die hard2013
1151,Oblivion,Uni.,89100000.0,197100000,2013,oblivion,oblivion2013
1152,Elysium,TriS,93100000.0,193100000,2013,elysium,elysium2013
1153,Turbo,Fox,83000000.0,199500000,2013,turbo,turbo2013
1154,Cloudy with a Chance of Meatballs 2,Sony,119800000.0,154500000,2013,cloudy with a chance of meatballs 2,cloudy with a chance of meatballs 22013
1155,We're the Millers,WB (NL),150400000.0,119600000,2013,were the millers,were the millers2013
1156,Epic,Fox,107500000.0,160900000,2013,epic,epic2013
1157,The Lone Ranger,BV,89300000.0,171200000,2013,the lone ranger,the lone ranger2013
1158,American Hustle,Sony,150100000.0,101100000,2013,american hustle,american hustle2013
1159,Grown Ups 2,Sony,133699999.0,113300000,2013,grown ups 2,grown ups 22013
1160,After Earth,Sony,60500000.0,183300000,2013,after earth,after earth2013
1161,Planes,BV,90300000.0,149000000,2013,planes,planes2013
1162,The Heat,Fox,159600000.0,70300000,2013,the heat,the heat2013
1163,Hansel and Gretel: Witch Hunters,Par.,55700000.0,170600000,2013,hansel and gretel witch hunters,hansel and gretel witch hunters2013
1164,Captain Phillips,Sony,107100000.0,111700000,2013,captain phillips,captain phillips2013
1165,White House Down,Sony,73100000.0,132300000,2013,white house down,white house down2013
1166,Percy Jackson: Sea of Monsters,Fox,68600000.0,131300000,2013,percy jackson sea of monsters,percy jackson sea of monsters2013
1167,Lost in Thailand,WAMCR,57400.0,197700000,2013,lost in thailand,lost in thailand2013
1168,Jack the Giant Slayer,WB (NL),65200000.0,132500000,2013,jack the giant slayer,jack the giant slayer2013
1169,The Secret Life of Walter Mitty,Fox,58200000.0,129900000,2013,the secret life of walter mitty,the secret life of walter mitty2013
1170,12 Years a Slave,FoxS,56700000.0,131100000,2013,12 years a slave,12 years a slave2013
1171,Lee Daniels' The Butler,Wein.,116600000.0,60000000,2013,lee daniels the butler,lee daniels the butler2013
1172,Identity Thief,Uni.,134500000.0,39500000,2013,identity thief,identity thief2013
1173,Anchorman 2: The Legend Continues,Par.,125200000.0,46300000,2013,anchorman 2 the legend continues,anchorman 2 the legend continues2013
1174,Olympus Has Fallen,FD,98900000.0,71300000,2013,olympus has fallen,olympus has fallen2013
1175,Insidious Chapter 2,FD,83600000.0,78300000,2013,insidious chapter 2,insidious chapter 22013
1176,Lone Survivor,Uni.,125100000.0,29700000,2013,lone survivor,lone survivor2013
1177,Jackass Presents: Bad Grandpa,Par.,102000000.0,49800000,2013,jackass presents bad grandpa,jackass presents bad grandpa2013
1178,47 Ronin,Uni.,38400000.0,113400000,2013,47 ronin,47 ronin2013
1179,Red 2,LG/S,53300000.0,94800000,2013,red 2,red 22013
1180,Mama,Uni.,71600000.0,74800000,2013,mama,mama2013
1181,Escape Plan,LG/S,25100000.0,112200000,2013,escape plan,escape plan2013
1182,Last Vegas,CBS,63900000.0,70500000,2013,last vegas,last vegas2013
1183,2 Guns,Uni.,75600000.0,56300000,2013,2 guns,2 guns2013
1184,Walking with Dinosaurs,Fox,36100000.0,90500000,2013,walking with dinosaurs,walking with dinosaurs2013
1185,This is the End,Sony,101500000.0,24600000,2013,this is the end,this is the end2013
1186,Ender's Game,LG/S,61700000.0,63800000,2013,enders game,enders game2013
1187,Prisoners,WB,61000000.0,61100000,2013,prisoners,prisoners2013
1188,Saving Mr. Banks,BV,83300000.0,34600000,2013,saving mr banks,saving mr banks2013
1189,Warm Bodies,LG/S,66400000.0,50600000,2013,warm bodies,warm bodies2013
1190,Jurassic Park 3D,Uni.,45400000.0,71100000,2013,jurassic park 3d,jurassic park 3d2013
1191,Personal Tailor,CL,376000.0,115800000,2013,personal tailor,personal tailor2013
1192,Free Birds,Rela.,55800000.0,54600000,2013,free birds,free birds2013
1193,Gangster Squad,WB,46000000.0,59200000,2013,gangster squad,gangster squad2013
1194,Philomena,Wein.,37700000.0,62400000,2013,philomena,philomena2013
1195,Instructions Not Included,LGF,44500000.0,54600000,2013,instructions not included,instructions not included2013
1196,Riddick,Uni.,42000000.0,56300000,2013,riddick,riddick2013
1197,Safe Haven,Rela.,71300000.0,26200000,2013,safe haven,safe haven2013
1198,Evil Dead,TriS,54200000.0,43300000,2013,evil dead,evil dead2013
1199,Blue Jasmine,SPC,33400000.0,64099999,2013,blue jasmine,blue jasmine2013
1200,The Mortal Instruments: City of Bones,SGem,31200000.0,64200000,2013,the mortal instruments city of bones,the mortal instruments city of bones2013
1201,The Internship,Fox,44700000.0,48800000,2013,the internship,the internship2013
1202,Rush,Uni.,26900000.0,63300000,2013,rush,rush2013
1203,The Purge,Uni.,64500000.0,24900000,2013,the purge,the purge2013
1204,Dhoom 3,Yash,8000000.0,80000000,2013,dhoom 3,dhoom 32013
1205,About Time,Uni.,15300000.0,71800000,2013,about time,about time2013
1206,Pain and Gain,Par.,49900000.0,36300000,2013,pain and gain,pain and gain2013
1207,Carrie,SGem,35300000.0,49500000,2013,carrie,carrie2013
1208,The Family,Rela.,36900000.0,41500000,2013,the family,the family2013
1209,Scary Movie 5,W/Dim.,32000000.0,46400000,2013,scary movie 5,scary movie 52013
1210,R.I.P.D.,Uni.,33600000.0,44700000,2013,ripd,ripd2013
1211,Tiny Times,CL,23500.0,77700000,2013,tiny times,tiny times2013
1212,The Book Thief,Fox,21500000.0,55100000,2013,the book thief,the book thief2013
1213,Escape From Planet Earth,Wein.,57000000.0,17600000,2013,escape from planet earth,escape from planet earth2013
1214,August: Osage County,Wein.,37700000.0,36500000,2013,august osage county,august osage county2013
1215,The Best Man Holiday,Uni.,70500000.0,2300000,2013,the best man holiday,the best man holiday2013
1216,Young Detective Dee: Rise of the Sea Dragon,WAMCR,87800.0,72200000,2013,young detective dee rise of the sea dragon,young detective dee rise of the sea dragon2013
1217,The Counselor,Fox,17000000.0,54000000,2013,the counselor,the counselor2013
1218,The Call,TriS,51900000.0,16700000,2013,the call,the call2013
1219,One Direction: This is Us,TriS,28900000.0,39700000,2013,one direction this is us,one direction this is us2013
1220,The Grandmaster,Wein.,6600000.0,57500000,2013,the grandmaster,the grandmaster2013
1221,Side Effects,ORF,32200000.0,31200000,2013,side effects,side effects2013
1222,The Host,ORF,26600000.0,36700000,2013,the host,the host2013
1223,Runner Runner,Fox,19300000.0,43400000,2013,runner runner,runner runner2013
1224,From Up on Poppy Hill,GK,1000000.0,60000000,2013,from up on poppy hill,from up on poppy hill2013
1225,Kick-Ass 2,Uni.,28800000.0,32000000,2013,kickass 2,kickass 22013
1226,A Haunted House,ORF,40000000.0,20100000,2013,a haunted house,a haunted house2013
1227,Beautiful Creatures,WB,19500000.0,40600000,2013,beautiful creatures,beautiful creatures2013
1228,Quartet,Wein.,18400000.0,41100000,2013,quartet,quartet2013
1229,Dallas Buyers Club,Focus,27300000.0,27900000,2013,dallas buyers club,dallas buyers club2013
1230,The Face Reader,PM&E,516000.0,54100000,2013,the face reader,the face reader2013
1231,Tyler Perry's A Madea Christmas,LGF,52500000.0,853000,2013,tyler perrys a madea christmas,tyler perrys a madea christmas2013
1232,Tyler Perry's Temptation: Confessions of a Marriage Counselor,LGF,52000000.0,1200000,2013,tyler perrys temptation confessions of a marriage counselor,tyler perrys temptation confessions of a marriage counselor2013
1233,Delivery Man,BV,30700000.0,19300000,2013,delivery man,delivery man2013
1234,The Berlin File,CJ,665000.0,48300000,2013,the berlin file,the berlin file2013
1235,The Last Stand,LGF,12100000.0,36300000,2013,the last stand,the last stand2013
1236,21 and Over,Rela.,25700000.0,22400000,2013,21 and over,21 and over2013
1237,Her,WB,25600000.0,21800000,2013,her,her2013
1238,Tiny Times 2,CL,43800.0,47200000,2013,tiny times 2,tiny times 22013
1239,Texas Chainsaw 3D,LGF,34300000.0,12900000,2013,texas chainsaw 3d,texas chainsaw 3d2013
1240,The Big Wedding,LGF,21800000.0,24700000,2013,the big wedding,the big wedding2013
1241,Parker,FD,17600000.0,28600000,2013,parker,parker2013
1242,The World's End,Focus,26000000.0,20100000,2013,the worlds end,the worlds end2013
1243,Grudge Match,WB,29800000.0,15100000,2013,grudge match,grudge match2013
1244,Homefront,ORF,20200000.0,22900000,2013,homefront,homefront2013
1245,Snitch,LG/S,42900000.0,,2013,snitch,snitch2013
1246,Jobs,ORF,16100000.0,19800000,2013,jobs,jobs2013
1247,The Place Beyond the Pines,Focus,21400000.0,14100000,2013,the place beyond the pines,the place beyond the pines2013
1248,Inside Llewyn Davis,CBS,13200000.0,19700000,2013,inside llewyn davis,inside llewyn davis2013
1249,Mud,RAtt.,21600000.0,11000000,2013,mud,mud2013
1250,Movie 43,Rela.,8800000.0,23600000,2013,movie 43,movie 432013
1251,Kevin Hart: Let Me Explain,LG/S,32200000.0,74000,2013,kevin hart let me explain,kevin hart let me explain2013
1252,Spring Breakers,A24,14100000.0,17600000,2013,spring breakers,spring breakers2013
1253,New World,WGUSA,458000.0,31200000,2013,new world,new world2013
1254,Don Jon,Rela.,24500000.0,6000000,2013,don jon,don jon2013
1255,I Give It a Year,Magn.,34700.0,28200000,2013,i give it a year,i give it a year2013
1256,Nebraska,Par.,17700000.0,10000000,2013,nebraska,nebraska2013
1257,The Incredible Burt Wonderstone,WB (NL),22500000.0,4900000,2013,the incredible burt wonderstone,the incredible burt wonderstone2013
1258,Mandela: Long Walk to Freedom,Wein.,8300000.0,19000000,2013,mandela long walk to freedom,mandela long walk to freedom2013
1259,Khumba,MNE,1000.0,27200000,2013,khumba,khumba2013
1260,Dark Skies,W/Dim.,17400000.0,9000000,2013,dark skies,dark skies2013
1261,Enough Said,FoxS,17600000.0,7700000,2013,enough said,enough said2013
1262,Trance,FoxS,2300000.0,21900000,2013,trance,trance2013
1263,"The Way, Way Back",FoxS,21500000.0,1700000,2013,the way way back,the way way back2013
1264,Kon-Tiki,Wein.,1500000.0,21300000,2013,kontiki,kontiki2013
1265,Baggage Claim,FoxS,21600000.0,887000,2013,baggage claim,baggage claim2013
1266,Diana,EOne,335000.0,21400000,2013,diana,diana2013
1267,The Great Beauty,Jan.,2900000.0,18500000,2013,the great beauty,the great beauty2013
1269,The Sapphires,Wein.,2500000.0,18000000,2013,the sapphires,the sapphires2013
1270,Broken City,Fox,19700000.0,,2013,broken city,broken city2013
1271,The Company You Keep,SPC,5100000.0,14500000,2013,the company you keep,the company you keep2013
1272,The Bling Ring,A24,5800000.0,13300000,2013,the bling ring,the bling ring2013
1273,You're Next,LGF,18500000.0,,2013,youre next,youre next2013
1274,Dead Man Down,FD,10900000.0,7200000,2013,dead man down,dead man down2013
1275,Admission,Focus,18000000.0,,2013,admission,admission2013
1276,Fruitvale Station,Wein.,16100000.0,1300000,2013,fruitvale station,fruitvale station2013
1277,Battle of the Year,SGem,8900000.0,7700000,2013,battle of the year,battle of the year2013
1278,Out of the Furnace,Rela.,11300000.0,4300000,2013,out of the furnace,out of the furnace2013
1279,Billy and Buddy,Distrib.,900.0,15200000,2013,billy and buddy,billy and buddy2013
1280,The Last Exorcism Part II,CBS,15200000.0,,2013,the last exorcism part ii,the last exorcism part ii2013
1281,Machete Kills,ORF,8000000.0,7000000,2013,machete kills,machete kills2013
1282,Journey to the South Pacific,Imax,7600000.0,6500000,2013,journey to the south pacific,journey to the south pacific2013
1283,Paranoia,Rela.,7400000.0,6400000,2013,paranoia,paranoia2013
1284,All Is Lost,RAtt.,6300000.0,7400000,2013,all is lost,all is lost2013
1285,Puella Magi Madoka Magica the Movie: Rebellion,Elev.,376000.0,12600000,2013,puella magi madoka magica the movie rebellion,puella magi madoka magica the movie rebellion2013
1286,Stoker,FoxS,1700000.0,10400000,2013,stoker,stoker2013
1287,In the House,Cohen,390000.0,11500000,2013,in the house,in the house2013
1288,I'm So Excited,SPC,1400000.0,10400000,2013,im so excited,im so excited2013
1289,Haute Cuisine,Wein.,218000.0,11200000,2013,haute cuisine,haute cuisine2013
1290,Before Midnight,SPC,8100000.0,3100000,2013,before midnight,before midnight2013
1291,Only God Forgives,RTWC,779000.0,9900000,2013,only god forgives,only god forgives2013
1292,The Past,SPC,1300000.0,9300000,2013,the past,the past2013
1293,Love is All You Need,SPC,1600000.0,8400000,2013,love is all you need,love is all you need2013
1294,Bullet to the Head,WB,9500000.0,,2013,bullet to the head,bullet to the head2013
1295,Tyler Perry Presents Peeples,LGF,9200000.0,130000,2013,tyler perry presents peeples,tyler perry presents peeples2013
1296,Jerusalem,NGE,8000000.0,1300000,2013,jerusalem,jerusalem2013
1297,The Fifth Estate,BV,3300000.0,5300000,2013,the fifth estate,the fifth estate2013
1298,Upside Down,MNE,105000.0,8000000,2013,upside down,upside down2013
1299,Metallica Through the Never,PH,3400000.0,4600000,2013,metallica through the never,metallica through the never2013
1300,Pulling Strings,LGF,5800000.0,2000000,2013,pulling strings,pulling strings2013
1301,Black Nativity,FoxS,7000000.0,436000,2013,black nativity,black nativity2013
1302,Blue Is the Warmest Color,IFC,2200000.0,5200000,2013,blue is the warmest color,blue is the warmest color2013
1303,Unfinished Song,Wein.,1700000.0,5300000,2013,unfinished song,unfinished song2013
1304,The Angels' Share,IFC,347000.0,6700000,2013,the angels share,the angels share2013
1305,The Spectacular Now,A24,6900000.0,,2013,the spectacular now,the spectacular now2013
1306,The Sweeney,EOne,26700.0,6300000,2013,the sweeney,the sweeney2013
1307,Believe,ORF,6200000.0,,2013,believe,believe2013
1309,Closed Circuit,Focus,5800000.0,,2013,closed circuit,closed circuit2013
1310,Populaire,Wein.,179000.0,5300000,2013,populaire,populaire2013
1311,Broken Circle Breakdown,Trib.,175000.0,5300000,2013,broken circle breakdown,broken circle breakdown2013
1312,Fists of Legend,CJ,134000.0,5300000,2013,fists of legend,fists of legend2013
